Invoice ID,Branch,City,Customer type,Gender,Product line,Date,MonthName,Payment,Rating,Unit price,Quantity,Total Sales
540-11-4336,A,Yangon,Normal,Male,Food and beverages,11-01-2019,January,Credit card,5.6,24.94,9,235.683
448-81-5016,A,Yangon,Normal,Male,Health and beauty,11-03-2019,March,Credit card,5.8,59.77,2,125.517
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,28-02-2019,February,Credit card,6,93.2,2,195.72
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,05-01-2019,January,Cash,4.2,62.65,4,263.13
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,02-02-2019,February,Credit card,8.3,93.87,8,788.508
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,01-01-2019,January,Cash,5.7,47.59,8,399.756
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,09-02-2019,February,Cash,4.8,81.4,3,256.41
604-70-6476,A,Yangon,Member,Male,Fashion accessories,23-01-2019,January,Ewallet,6.8,17.94,5,94.185
799-71-1548,A,Yangon,Member,Male,Electronic accessories,07-01-2019,January,Credit card,8.8,77.72,4,326.424
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,14-01-2019,January,Credit card,4.2,73.06,7,536.991
845-51-0542,B,Mandalay,Member,Male,Food and beverages,02-02-2019,February,Ewallet,6.4,46.55,9,439.8975
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,17-03-2019,March,Credit card,8.4,35.19,10,369.495
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,02-03-2019,March,Credit card,7.2,14.39,2,30.219
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,16-03-2019,March,Cash,5.2,23.75,4,99.75
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,06-01-2019,January,Cash,8.9,58.9,8,494.76
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,29-01-2019,January,Cash,9,32.62,4,137.004
366-93-0948,A,Yangon,Member,Male,Electronic accessories,31-01-2019,January,Credit card,9.7,66.35,1,69.6675
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,05-02-2019,February,Ewallet,8.7,25.91,6,163.233
151-16-1484,A,Yangon,Member,Male,Electronic accessories,13-02-2019,February,Ewallet,6.5,32.25,4,135.45
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,07-02-2019,February,Credit card,6.9,65.94,4,276.948
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,19-03-2019,March,Ewallet,6.2,75.06,9,709.317
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,07-03-2019,March,Ewallet,5.6,16.45,4,69.09
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,13-03-2019,March,Cash,5.7,38.3,4,160.86
447-15-7839,A,Yangon,Member,Female,Sports and travel,09-02-2019,February,Cash,4.2,22.24,10,233.52
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,26-02-2019,February,Ewallet,7.9,54.45,1,57.1725
253-12-6086,A,Yangon,Member,Female,Sports and travel,12-03-2019,March,Credit card,8.7,98.4,7,723.24
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,14-03-2019,March,Credit card,6.9,35.47,4,148.974
571-94-0759,B,Mandalay,Member,Female,Food and beverages,08-01-2019,January,Cash,9.5,74.6,10,783.3
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,05-01-2019,January,Credit card,4.4,70.74,4,297.108
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,04-01-2019,January,Ewallet,7,35.54,10,373.17
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,06-03-2019,March,Ewallet,6.3,67.43,5,354.0075
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,03-01-2019,January,Cash,9.7,21.12,2,44.352
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,07-01-2019,January,Credit card,8.8,21.54,9,203.553
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,27-01-2019,January,Cash,5.1,12.03,2,25.263
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,26-02-2019,February,Ewallet,7.9,99.71,6,628.173
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,07-01-2019,January,Cash,6.2,47.97,7,352.5795
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,07-01-2019,January,Cash,7.1,21.82,10,229.11
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,02-02-2019,February,Ewallet,6.4,95.42,4,400.764
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,20-03-2019,March,Cash,5.7,70.99,10,745.395
828-61-5674,A,Yangon,Member,Male,Sports and travel,20-03-2019,March,Credit card,9.6,44.02,10,462.21
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,15-02-2019,February,Credit card,6.4,69.96,8,587.664
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,06-03-2019,March,Credit card,7.9,37,1,38.85
490-29-1201,A,Yangon,Normal,Female,Sports and travel,06-01-2019,January,Cash,6.5,15.34,1,16.107
667-92-0055,A,Yangon,Member,Male,Health and beauty,04-03-2019,March,Ewallet,8.5,99.83,6,628.929
565-17-3836,A,Yangon,Member,Female,Health and beauty,12-03-2019,March,Cash,9.1,47.67,4,200.214
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,20-02-2019,February,Cash,7.6,66.68,5,350.07
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,24-03-2019,March,Cash,6.9,74.86,1,78.603
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,31-01-2019,January,Cash,9.5,23.75,9,224.4375
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,25-01-2019,January,Credit card,5.2,48.51,7,356.5485
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,03-02-2019,February,Cash,4.2,94.88,7,697.368
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,24-01-2019,January,Credit card,7,40.3,10,423.15
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,14-03-2019,March,Ewallet,6,27.85,7,204.6975
278-97-7759,A,Yangon,Member,Female,Electronic accessories,18-02-2019,February,Cash,4.7,62.48,1,65.604
316-68-6352,A,Yangon,Member,Female,Food and beverages,21-01-2019,January,Cash,7.1,36.36,2,76.356
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,13-03-2019,March,Ewallet,5.9,18.11,10,190.155
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,03-03-2019,March,Cash,7.5,51.92,5,272.58
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,29-03-2019,March,Cash,6.4,28.84,4,121.128
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,10-01-2019,January,Ewallet,5.8,78.38,6,493.794
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,25-01-2019,January,Cash,4.5,60.01,4,252.042
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,19-01-2019,January,Cash,7.7,88.61,1,93.0405
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,02-01-2019,January,Credit card,6.7,99.82,2,209.622
573-10-3877,B,Mandalay,Member,Male,Health and beauty,12-03-2019,March,Credit card,4.7,39.01,1,40.9605
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,25-02-2019,February,Cash,4.4,48.61,1,51.0405
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,18-03-2019,March,Credit card,4.7,51.19,4,214.998
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,23-02-2019,February,Cash,8.6,14.96,8,125.664
411-77-0180,A,Yangon,Member,Male,Electronic accessories,26-03-2019,March,Ewallet,4.3,72.2,7,530.67
286-01-5402,A,Yangon,Normal,Female,Sports and travel,30-03-2019,March,Cash,9.6,40.23,7,295.6905
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,17-02-2019,February,Cash,4.1,88.79,8,745.836
512-98-1403,A,Yangon,Member,Female,Electronic accessories,21-03-2019,March,Ewallet,4.7,26.48,3,83.412
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,05-03-2019,March,Cash,7.8,81.91,2,172.011
532-59-7201,B,Mandalay,Member,Male,Sports and travel,31-01-2019,January,Cash,5.5,79.93,6,503.559
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,05-02-2019,February,Ewallet,9.7,69.33,2,145.593
870-76-1733,A,Yangon,Member,Female,Food and beverages,01-02-2019,February,Credit card,4.4,14.23,5,74.7075
423-64-4619,A,Yangon,Member,Female,Health and beauty,07-03-2019,March,Cash,5,15.55,9,146.9475
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,10-02-2019,February,Cash,4.4,78.13,10,820.365
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,14-02-2019,February,Cash,5.2,99.37,2,208.677
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,09-02-2019,February,Cash,7.3,21.08,3,66.402
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,10-01-2019,January,Cash,4.9,74.79,5,392.6475
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,11-03-2019,March,Credit card,8.1,29.67,7,218.0745
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,18-02-2019,February,Ewallet,8.4,44.07,4,185.094
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,26-02-2019,February,Cash,5.5,22.93,9,216.6885
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,18-01-2019,January,Cash,8.4,39.42,1,41.391
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15-02-2019,February,Ewallet,9.8,15.26,6,96.138
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,08-03-2019,March,Cash,6.7,61.77,5,324.2925
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,17-01-2019,January,Credit card,9.4,21.52,6,135.576
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,12-03-2019,March,Ewallet,6.4,97.74,4,410.508
815-11-1168,A,Yangon,Member,Male,Food and beverages,09-03-2019,March,Cash,5.4,99.78,5,523.845
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,12-03-2019,March,Cash,8.6,94.26,4,395.892
730-61-8757,B,Mandalay,Member,Male,Health and beauty,25-01-2019,January,Credit card,4,51.13,4,214.746
340-66-0321,A,Yangon,Member,Male,Electronic accessories,25-03-2019,March,Cash,7.6,36.36,4,152.712
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,07-02-2019,February,Cash,6.8,22.02,9,208.089
634-97-8956,A,Yangon,Normal,Male,Food and beverages,17-02-2019,February,Credit card,9.1,32.9,3,103.635
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,03-02-2019,February,Cash,5.5,77.02,5,404.355
442-48-3607,A,Yangon,Member,Male,Food and beverages,14-03-2019,March,Credit card,7.9,23.48,2,49.308
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,24-03-2019,March,Ewallet,8.5,14.7,5,77.175
527-09-6272,A,Yangon,Member,Female,Electronic accessories,21-03-2019,March,Credit card,9.1,28.45,5,149.3625
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,19-03-2019,March,Ewallet,7.5,76.4,9,721.98
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,24-02-2019,February,Cash,5.2,57.95,6,365.085
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,28-03-2019,March,Credit card,9.5,47.65,3,150.0975
374-17-3652,B,Mandalay,Member,Female,Food and beverages,05-02-2019,February,Credit card,8.9,42.82,9,404.649
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,10-02-2019,February,Credit card,7.8,48.09,3,151.4835
433-75-6987,B,Mandalay,Member,Female,Health and beauty,05-03-2019,March,Ewallet,8.9,55.97,7,411.3795
873-95-4984,B,Mandalay,Member,Female,Health and beauty,15-02-2019,February,Cash,7.7,76.9,7,565.215
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,30-01-2019,January,Ewallet,9.3,97.03,5,509.4075
150-89-8043,A,Yangon,Normal,Male,Sports and travel,14-02-2019,February,Cash,6.2,44.65,3,140.6475
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,27-02-2019,February,Ewallet,7.6,77.93,9,736.4385
441-94-7118,A,Yangon,Member,Male,Electronic accessories,04-02-2019,February,Cash,7.3,71.95,1,75.5475
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,20-01-2019,January,Cash,4.7,89.25,8,749.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,28-03-2019,March,Cash,5.1,26.02,7,191.247
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,27-02-2019,February,Credit card,4.8,13.5,10,141.75
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,15-02-2019,February,Credit card,6.6,99.3,10,1042.65
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,26-01-2019,January,Cash,5.5,51.69,7,379.9215
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,14-03-2019,March,Credit card,8.5,54.73,7,402.2655
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,02-03-2019,March,Cash,4.8,27,9,255.15
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,04-03-2019,March,Cash,8.4,30.24,1,31.752
889-04-9723,B,Mandalay,Member,Female,Food and beverages,07-01-2019,January,Credit card,7.8,89.14,4,374.388
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,08-03-2019,March,Credit card,9.3,37.55,10,394.275
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,09-01-2019,January,Cash,5.2,95.44,10,1002.12
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,01-03-2019,March,Ewallet,6.5,27.5,3,86.625
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,16-03-2019,March,Cash,5.6,74.97,1,78.7185
612-36-5536,A,Yangon,Member,Male,Food and beverages,17-02-2019,February,Credit card,7.4,80.96,8,680.064
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,27-02-2019,February,Cash,9.1,94.47,8,793.548
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,07-03-2019,March,Ewallet,8,99.79,2,209.559
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,21-01-2019,January,Cash,7.2,73.22,6,461.286
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,19-02-2019,February,Cash,7.1,41.24,4,173.208
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,06-01-2019,January,Cash,9.1,81.68,4,343.056
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,14-03-2019,March,Cash,5.6,51.32,9,484.974
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,24-03-2019,March,Cash,6,65.94,4,276.948
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,27-01-2019,January,Cash,5.4,14.36,10,150.78
254-31-0042,A,Yangon,Member,Male,Electronic accessories,06-03-2019,March,Credit card,7.8,21.5,9,203.175
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,02-02-2019,February,Cash,9.9,26.26,7,193.011
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,25-01-2019,January,Credit card,4.9,60.96,2,128.016
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,14-03-2019,March,Ewallet,5.2,70.11,6,441.693
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,29-01-2019,January,Cash,8.9,42.08,6,265.104
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,03-01-2019,January,Credit card,9.1,67.09,5,352.2225
667-23-5919,A,Yangon,Member,Female,Fashion accessories,14-01-2019,January,Ewallet,7,96.7,5,507.675
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,05-01-2019,January,Credit card,9.6,35.38,9,334.341
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,22-02-2019,February,Ewallet,8.7,95.49,7,701.8515
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,06-02-2019,February,Ewallet,9.4,96.98,4,407.316
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,30-01-2019,January,Credit card,4,23.65,4,99.33
289-15-7034,A,Yangon,Member,Male,Sports and travel,11-01-2019,January,Credit card,7.5,82.33,4,345.786
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,19-03-2019,March,Cash,4.2,26.61,2,55.881
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,14-01-2019,January,Cash,9.9,99.69,5,523.3725
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,01-03-2019,March,Ewallet,4.2,74.89,4,314.538
662-72-2873,A,Yangon,Normal,Female,Food and beverages,06-01-2019,January,Ewallet,9.9,40.94,5,214.935
525-88-7307,B,Mandalay,Member,Male,Sports and travel,31-01-2019,January,Cash,5.8,75.82,1,79.611
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,11-03-2019,March,Cash,6,46.77,6,294.651
725-56-0833,A,Yangon,Normal,Female,Health and beauty,20-02-2019,February,Credit card,10,32.32,10,339.36
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,27-01-2019,January,Ewallet,9.5,54.07,9,510.9615
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,10-03-2019,March,Credit card,6.6,18.22,7,133.917
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,15-02-2019,February,Cash,8.1,80.48,3,253.512
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,26-01-2019,January,Cash,9.7,37.95,10,398.475
563-36-9814,A,Yangon,Member,Male,Electronic accessories,13-02-2019,February,Ewallet,7.2,76.82,1,80.661
308-47-4913,A,Yangon,Member,Female,Sports and travel,09-03-2019,March,Credit card,6.2,52.26,10,548.73
885-17-6250,A,Yangon,Normal,Female,Health and beauty,06-03-2019,March,Ewallet,7.3,79.74,1,83.727
726-27-2396,A,Yangon,Normal,Female,Health and beauty,24-01-2019,January,Ewallet,4.3,77.5,5,406.875
316-01-3952,A,Yangon,Normal,Female,Food and beverages,13-03-2019,March,Ewallet,4.6,54.27,5,284.9175
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,15-03-2019,March,Cash,5.8,13.59,9,128.4255
793-10-3222,B,Mandalay,Member,Female,Health and beauty,05-03-2019,March,Credit card,8.3,41.06,6,258.678
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,04-03-2019,March,Cash,8,19.24,9,181.818
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,25-03-2019,March,Credit card,9.4,39.43,6,248.409
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,12-03-2019,March,Credit card,6.2,46.22,4,194.124
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,04-02-2019,February,Ewallet,9.8,13.98,1,14.679
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,22-02-2019,February,Ewallet,9.6,39.75,5,208.6875
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,16-02-2019,February,Ewallet,4.9,97.79,7,718.7565
882-40-4577,A,Yangon,Member,Male,Sports and travel,19-01-2019,January,Credit card,8,67.26,4,282.492
732-67-5346,A,Yangon,Normal,Male,Food and beverages,11-01-2019,January,Credit card,7.8,13.79,5,72.3975
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,04-01-2019,January,Cash,4.1,68.71,4,288.582
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,04-03-2019,March,Ewallet,5.5,56.53,4,237.426
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,28-01-2019,January,Ewallet,5.4,23.82,5,125.055
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,02-01-2019,January,Cash,5.1,34.21,10,359.205
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,25-01-2019,January,Ewallet,6.9,21.87,2,45.927
132-23-6451,A,Yangon,Member,Male,Health and beauty,04-01-2019,January,Cash,7.8,20.97,5,110.0925
696-90-2548,A,Yangon,Normal,Male,Sports and travel,10-03-2019,March,Ewallet,6.6,25.84,3,81.396
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,22-03-2019,March,Ewallet,9.2,50.93,8,427.812
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,25-01-2019,January,Ewallet,7.8,96.11,1,100.9155
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,08-01-2019,January,Credit card,8.7,45.38,4,190.596
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,22-01-2019,January,Ewallet,9.2,81.51,1,85.5855
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,12-01-2019,January,Ewallet,8.3,57.22,2,120.162
745-71-3520,A,Yangon,Member,Female,Electronic accessories,04-02-2019,February,Cash,8.2,25.22,7,185.367
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,28-03-2019,March,Ewallet,7.5,38.6,3,121.59
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,23-01-2019,January,Cash,9.8,84.05,3,264.7575
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,08-02-2019,February,Credit card,8.7,97.21,10,1020.705
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,19-03-2019,March,Credit card,6.7,25.42,8,213.528
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,09-03-2019,March,Cash,5,16.28,1,17.094
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,02-01-2019,January,Cash,7,40.61,9,383.7645
269-10-8440,A,Yangon,Member,Male,Health and beauty,21-01-2019,January,Cash,8.9,53.17,7,390.7995
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20-03-2019,March,Credit card,8,20.87,3,65.7405
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,27-02-2019,February,Cash,6.9,67.27,5,353.1675
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,08-03-2019,March,Ewallet,7.3,90.65,10,951.825
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,31-01-2019,January,Credit card,6.9,69.08,2,145.068
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,08-03-2019,March,Ewallet,5.7,43.27,2,90.867
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,13-01-2019,January,Ewallet,6.4,23.46,6,147.798
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,09-03-2019,March,Credit card,9.6,95.54,7,702.219
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,22-02-2019,February,Credit card,6.8,47.44,1,49.812
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,19-03-2019,March,Ewallet,9,99.24,9,937.818
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,20-01-2019,January,Ewallet,9.6,82.93,4,348.306
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,08-03-2019,March,Credit card,7.7,33.99,6,214.137
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,08-03-2019,March,Ewallet,7,17.04,4,71.568
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,07-02-2019,February,Credit card,6.5,40.86,8,343.224
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,15-01-2019,January,Cash,8.1,17.44,5,91.56
394-30-3170,B,Mandalay,Member,Female,Sports and travel,22-03-2019,March,Credit card,4.3,88.43,8,742.812
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,15-01-2019,January,Credit card,6.5,89.21,9,843.0345
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,08-01-2019,January,Ewallet,9.5,12.78,1,13.419
301-11-9629,A,Yangon,Normal,Female,Sports and travel,15-01-2019,January,Cash,9.7,19.1,7,140.385
390-80-5128,B,Mandalay,Member,Female,Health and beauty,28-01-2019,January,Credit card,9.5,19.15,1,20.1075
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,14-02-2019,February,Credit card,8.9,27.66,10,290.43
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,10-03-2019,March,Credit card,6.5,45.74,3,144.081
296-11-7041,B,Mandalay,Member,Female,Health and beauty,12-01-2019,January,Credit card,5.3,27.07,1,28.4235
449-27-2918,B,Mandalay,Member,Female,Sports and travel,26-03-2019,March,Credit card,9.6,39.12,1,41.076
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,01-01-2019,January,Cash,6.7,74.71,6,470.673
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,02-01-2019,January,Cash,7.6,22.01,6,138.663
727-17-0390,A,Yangon,Normal,Female,Food and beverages,16-03-2019,March,Ewallet,4.8,63.61,5,333.9525
568-88-3448,A,Yangon,Normal,Male,Health and beauty,03-03-2019,March,Ewallet,5.5,25,1,26.25
187-83-5490,A,Yangon,Member,Male,Electronic accessories,31-01-2019,January,Cash,4.7,20.77,4,87.234
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,13-02-2019,February,Cash,6.9,29.56,5,155.19
710-46-4433,B,Mandalay,Member,Female,Food and beverages,15-02-2019,February,Credit card,4.5,77.4,9,731.43
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,07-02-2019,February,Cash,6.2,79.39,10,833.595
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,27-01-2019,January,Cash,7.6,46.57,10,488.985
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,23-02-2019,February,Credit card,7.9,35.89,1,37.6845
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,03-02-2019,February,Cash,4.5,40.52,5,212.73
234-03-4040,B,Mandalay,Member,Female,Food and beverages,03-03-2019,March,Credit card,8.7,73.05,10,767.025
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,03-02-2019,February,Cash,6.1,73.95,4,310.59
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,17-03-2019,March,Cash,6.4,22.62,1,23.751
470-32-9057,A,Yangon,Member,Male,Food and beverages,28-03-2019,March,Credit card,9.1,51.34,5,269.535
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,02-03-2019,March,Credit card,7.1,54.55,10,572.775
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,08-02-2019,February,Credit card,7.7,37.15,7,273.0525
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,22-03-2019,March,Cash,4.5,37.02,6,233.226
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,09-02-2019,February,Ewallet,7.2,21.58,1,22.659
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,15-02-2019,February,Cash,8.4,98.84,1,103.782
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,23-01-2019,January,Ewallet,5.4,83.77,6,527.751
340-21-9136,A,Yangon,Member,Female,Sports and travel,25-01-2019,January,Cash,9.7,40.05,4,168.21
405-31-3305,A,Yangon,Member,Male,Fashion accessories,02-02-2019,February,Credit card,5.5,43.13,10,452.865
731-59-7531,B,Mandalay,Member,Male,Health and beauty,30-03-2019,March,Cash,4.6,72.57,8,609.588
676-39-6028,A,Yangon,Member,Female,Electronic accessories,30-03-2019,March,Cash,6.6,64.44,5,338.31
502-05-1910,A,Yangon,Normal,Male,Health and beauty,25-02-2019,February,Credit card,6.3,65.18,3,205.317
485-30-8700,A,Yangon,Normal,Female,Sports and travel,18-03-2019,March,Credit card,4.2,33.26,5,174.615
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,07-03-2019,March,Ewallet,4.4,84.07,4,353.094
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,16-03-2019,March,Ewallet,6.7,34.37,10,360.885
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,29-01-2019,January,Ewallet,6.7,38.6,1,40.53
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,02-02-2019,February,Cash,8.4,65.97,8,554.148
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,15-02-2019,February,Cash,6.2,32.8,10,344.4
